iso3c;year;co2_percap
ATG;2002;4.29331370412445
ATG;2003;4.62087452602156
ATG;2004;4.77814790894773
ATG;2005;4.80699808409801
ATG;1990;4.23352225020991
ATG;1991;3.97716433654746
ATG;2007;5.13647257088454
ATG;1993;3.87997941033487
ATG;2009;5.44675735459121
ATG;2010;5.53956750932274
ATG;2011;5.36340747396024
ATG;2012;5.41844653171725
ATG;2013;5.36045346745175
ATG;2014;5.37764854614412
ATG;2015;
ATG;2016;
ATG;1992;3.85847691700644
ALB;1990;1.67810665434977
ALB;1991;1.31221260013653
ALB;1992;0.774724910911141
ALB;2008;1.48431113888781
ALB;2009;1.49560019934969
ALB;2010;1.57857358391855
ALB;2011;1.80371472482914
ALB;2012;1.692908325435
ALB;2013;1.74921107861166
ALB;2014;1.97876331208568
ALB;2015;
ALB;2016;
ALB;2002;1.22954070946998
ALB;2003;1.4126971959616
ALB;2004;1.37621273504355
ALB;1993;0.723790291969695
ALB;1994;0.600203707768206
ALB;2007;1.32233485532238
ALB;1995;0.654537133005248
ALB;1996;0.636625312930768
ALB;1997;0.490365059535664
ALB;1998;0.560271437384331
ALB;1999;0.960164411868586
ALB;2000;0.978174680894664
ALB;2001;1.05330417594038
ALB;2006;1.30257636722163
ALB;2005;1.41249821101668
ARM;1991;
ARM;1992;1.69247300896651
ARM;1990;
ARM;2005;1.46003047705684
ARM;1993;0.759983503305583
ARM;1994;0.824155363222745
ARM;1995;1.05997745965458
ARM;1996;0.809046418882557
ARM;1997;1.03230297540508
ARM;1998;1.08169212438447
ARM;1999;0.975803629439398
ARM;2000;1.12891860406022
ARM;2001;1.16116768366138
ARM;2002;1.00320149299729
ARM;2003;1.13613830710125
ARM;2004;1.21475152402243
ARM;2016;
ARM;2008;1.91153764158145
ARM;2009;1.5094118779305
ARM;2006;1.48117796180497
ARM;2007;1.72657017117982
ARM;2012;1.97606007379797
ARM;2013;1.89971173409172
ARM;2010;1.46562189488728
ARM;2011;1.71007076482979
ARM;2014;1.9027589101995
ARM;2015;
AGO;1994;0.281092579375306
AGO;1995;0.769173425961214
AGO;1993;0.430889258172387
AGO;1991;0.405450105094649
AGO;1992;0.400678652518884
AGO;1996;0.71230634143843
AGO;1997;0.489209377359545
AGO;1998;0.471373910158447
AGO;1999;0.574083594706029
AGO;2000;0.580352661444089
AGO;2001;0.573047492749628
AGO;2002;0.720768849363576
AGO;2003;0.49797507263628
AGO;2004;0.99616547816155
AGO;2005;0.979740025619175
AGO;2006;1.09888389819981
AGO;1990;0.420284253935093
AGO;2007;1.19784398157759
AGO;2008;1.18152675944487
AGO;2009;1.23249451530002
AGO;2010;1.24340558491456
AGO;2011;1.2527892548547
AGO;2012;1.33084301775372
AGO;2013;1.25461721786853
AGO;2014;1.29132831504477
AGO;2015;
AGO;2016;
ARG;1990;3.42648198325077
ARG;1991;3.5277038100775
ARG;1992;3.60574911697767
ARG;1993;3.45716454940218
ARG;2009;4.41088989357125
ARG;2010;4.55849961171786
ARG;2011;4.60029069868628
ARG;2012;4.56938367601348
ARG;2013;4.46290375453177
ARG;2014;4.74679745467325
ARG;2015;
ARG;2016;
ARG;2001;3.56859986610094
ARG;2002;3.2915477348924
ARG;2003;3.52558427010785
ARG;2004;4.06905837986386
ARG;2007;4.38266888371704
ARG;2008;4.68291239530182
ARG;1994;3.54209501878213
ARG;1995;3.65664558182821
ARG;1996;3.8114572852461
ARG;1997;3.85120269540893
ARG;1998;3.85787091570762
ARG;1999;4.01069876316536
ARG;2000;3.83557366545331
ARG;2005;4.14123681380597
ARG;2006;4.43482145227027
ASM;1992;
ASM;1993;
ASM;1990;
ASM;1991;
ASM;1995;
ASM;1996;
ASM;1997;
ASM;1998;
ASM;1999;
ASM;2000;
ASM;2001;
ASM;2002;
ASM;2003;
ASM;2004;
ASM;2005;
ASM;2006;
ASM;1994;
ASM;2011;
ASM;2008;
ASM;2009;
ASM;2010;
ASM;2015;
ASM;2012;
ASM;2013;
ASM;2014;
ASM;2007;
ASM;2016;
AUT;2005;9.02016959759373
AUT;2006;8.72729787156076
AUT;1995;7.52151610701085
AUT;1994;7.18926470095329
AUT;1996;7.9380082992661
AUT;1997;7.86366799568426
AUT;1998;7.98100426123845
AUT;1999;7.74113061482493
AUT;2000;7.77425973898237
AUT;2001;8.19276989783884
AUT;2002;8.29911579584004
AUT;2003;8.8895623340885
AUT;2004;8.85836370342216
AUT;2016;
AUT;1991;7.94409618394378
AUT;1992;7.22623642836381
AUT;1993;7.22301730930338
AUT;2007;8.4064189359829
AUT;2008;8.29509597793474
AUT;2009;7.51875110192905
AUT;2010;8.07113180231399
AUT;2011;7.74813430456944
AUT;2012;7.38707716295308
AUT;2013;7.36874814486104
AUT;2014;6.86986792967669
AUT;2015;
AUT;1990;7.51324615615048
AUS;2015;
AUS;2016;
AUS;1992;15.3177685052872
AUS;2005;17.1697114460549
AUS;2006;17.6513983061083
AUS;2007;17.8652600395629
AUS;2008;18.1608756564953
AUS;2009;18.2001819589981
AUS;2010;17.7408450531619
AUS;2011;17.5388777559057
AUS;2012;17.0661408224039
AUS;2013;16.0834743914268
AUS;2014;15.3701377604233
AUS;1990;15.4528816707784
AUS;1991;15.1279662115251
AUS;2001;16.7333674341936
AUS;2003;16.9019589452838
AUS;2004;17.0265153472381
AUS;1995;15.5965188136344
AUS;1996;16.5018003932063
AUS;1993;15.7014518027962
AUS;1994;15.5765862783534
AUS;1999;17.1902976857233
AUS;2000;17.2006098261369
AUS;1997;16.5142732084031
AUS;1998;16.9356958473625
AUS;2002;17.3704517744283
ABW;1992;21.4425588041328
ABW;1993;22.000786163522
ABW;1990;26.3745032100275
ABW;1991;26.0461298009966
ABW;2005;27.200707780588
ABW;2006;26.9482604728658
ABW;1994;21.0362451108214
ABW;1995;20.7719361585578
ABW;1996;20.3183533653846
ABW;1997;20.4268177083943
ABW;1998;20.5876691453648
ABW;1999;20.311566765912
ABW;2000;26.1948752380219
ABW;2001;25.9340244138733
ABW;2002;25.6711617820448
ABW;2003;26.4204520857169
ABW;2004;26.5172934158421
ABW;2008;26.2308466448946
ABW;2009;25.9158329472761
ABW;2010;24.6705288731078
ABW;2007;27.8955739972338
ABW;2012;13.1555416906324
ABW;2013;8.35129425218293
ABW;2014;8.408362637892
ABW;2011;24.5058352032767
ABW;2016;
ABW;2015;
AZE;1996;4.02647275537808
AZE;1997;3.80302274104551
AZE;1995;4.33741444372154
AZE;1994;5.5253585625905
AZE;1992;7.61863709021945
AZE;2009;3.56566821757272
AZE;1998;4.0029756097561
AZE;1999;3.57983539507062
AZE;2000;3.66627102850185
AZE;2001;3.54710548377552
AZE;2002;3.62394434620868
AZE;2003;3.71816992749663
AZE;2004;3.86322963943899
AZE;2005;4.09180192686952
AZE;2006;4.6162998626916
AZE;1993;6.46458585723816
AZE;2007;3.55534009998485
AZE;2008;4.05138348129721
AZE;2013;3.78506883600917
AZE;2010;3.38822587905988
AZE;2011;3.64617987716669
AZE;2012;3.82487717012357
AZE;1991;
AZE;2014;3.93156060898919
AZE;2015;
AZE;2016;
AZE;1990;
BIH;1994;0.818125483689288
BIH;1992;3.5509526193198
BIH;1990;
BIH;1991;
BIH;2007;4.67751404345522
BIH;1995;0.8920140218622
BIH;1996;1.12618023911895
BIH;1997;2.23688670091469
BIH;1998;2.82469147323613
BIH;1999;2.76065023763553
BIH;2000;3.66047151012051
BIH;2001;3.54323567251896
BIH;2002;3.78761414447296
BIH;2003;3.83365178301392
BIH;2004;4.12833487645873
BIH;2005;4.28516314824952
BIH;1993;3.08304356238835
BIH;2009;5.52610300486233
BIH;2010;5.71613483199197
BIH;2011;6.47538958460123
BIH;2008;5.35493605987248
BIH;2013;6.08081333725751
BIH;2014;6.23471916168303
BIH;2015;
BIH;2012;6.10128008332876
BIH;2006;4.64746096540571
BIH;2016;
BRB;1995;3.12781222755219
BRB;1996;3.1989832369464
BRB;1994;2.83342991875462
BRB;1993;4.23722770621349
BRB;2007;4.93979359043998
BRB;2008;5.84458331380107
BRB;1997;3.37928037610744
BRB;1998;4.25615599925359
BRB;1999;4.49985497653595
BRB;2000;4.4028949738185
BRB;2001;4.51118828158191
BRB;2002;4.52502596895513
BRB;2003;4.66021935076288
BRB;2004;4.73999875499376
BRB;2005;4.93824290443015
BRB;1990;4.12649112430581
BRB;2006;4.9864128359978
BRB;1992;3.73435831324566
BRB;2012;5.22210700143829
BRB;2009;5.80725751427443
BRB;2010;5.28599737453008
BRB;2011;5.44951372233171
BRB;2016;
BRB;2013;5.12714639179637
BRB;2014;4.49017767348307
BRB;2015;
BRB;1991;4.61752176825184
BGD;2009;0.357158767009139
BGD;1990;0.146281294377981
BGD;1991;0.146609266003818
BGD;2008;0.332727819357918
BGD;1994;0.163272687732974
BGD;2010;0.393936699015154
BGD;2011;0.41201118567064
BGD;2012;0.433487963070874
BGD;2013;0.442400827683764
BGD;2014;0.459141964802809
BGD;2015;
BGD;2016;
BGD;2001;0.242020015933527
BGD;2002;0.246756218254776
BGD;2003;0.256602160448556
BGD;1992;0.159575352840912
BGD;1993;0.153104601947846
BGD;2007;0.301630725970214
BGD;1998;0.190182467547026
BGD;1995;0.192205167298193
BGD;1996;0.198152233396907
BGD;1997;0.202365813666731
BGD;2006;0.299529172870806
BGD;1999;0.195585169618053
BGD;2000;0.211802224728946
BGD;2005;0.27524659383323
BGD;2004;0.266823041487914
BEL;1995;11.0811520506794
BEL;1992;11.1464825142621
BEL;1990;10.6396716729644
BEL;1991;11.090999877455
BEL;2008;9.75198480892529
BEL;1996;11.6238342474975
BEL;1997;11.3288520215357
BEL;1998;11.6019145530416
BEL;1999;11.1730267457259
BEL;2000;11.2296676990611
BEL;2001;11.1337155145009
BEL;2002;10.3854951012723
BEL;2003;10.882114174905
BEL;2004;10.6612902219787
BEL;2005;10.3553929874524
BEL;1993;10.6750345456754
BEL;1994;11.1051094037597
BEL;2011;9.04656054666003
BEL;2012;8.54647821408693
BEL;2009;9.24961568538969
BEL;2010;10.1714652153634
BEL;2015;
BEL;2016;
BEL;2013;8.67135248658724
BEL;2014;8.32815989783976
BEL;2007;9.74477719114976
BEL;2006;10.1510389973111
BFA;1996;0.068229865864822
BFA;2005;0.083875344305923
BFA;1995;0.062147133989133
BFA;1994;0.065745042982348
BFA;2006;0.098375846950256
BFA;1997;0.075639821908789
BFA;1998;0.078563832949029
BFA;1999;0.082552750445128
BFA;2000;0.089716850756146
BFA;2001;0.083504268502544
BFA;2002;0.081733492772368
BFA;2003;0.085194017268475
BFA;2004;0.084705971013238
BFA;2015;
BFA;2016;
BFA;1992;0.067840844786979
BFA;1993;0.065643399679832
BFA;2010;0.125717252121518
BFA;2007;0.115526282202363
BFA;2008;0.130556621682392
BFA;2009;0.127633337580053
BFA;2014;0.162018806234081
BFA;2011;0.137496219353131
BFA;2012;0.158663009401362
BFA;2013;0.179132409048047
BFA;1990;0.066173050745236
BFA;1991;0.069287423188558
BGR;2007;6.92543528202448
BGR;1990;8.5430107903053
BGR;1991;6.66675756487184
BGR;1992;6.34713736176495
BGR;2008;6.77208754122923
BGR;2009;5.73119372396296
BGR;2010;5.9649002061902
BGR;2011;6.71538056004032
BGR;2012;6.11945652602394
BGR;2013;5.4506959628306
BGR;2014;5.87161586934993
BGR;2015;
BGR;2016;
BGR;2000;5.32803434248386
BGR;2001;5.80006647403679
BGR;2002;5.69526694679362
BGR;2006;6.44533327228891
BGR;2005;6.25628204411767
BGR;1996;6.76324103837626
BGR;1993;8.0097963802801
BGR;1994;6.4145207886076
BGR;1995;6.90032639520956
BGR;2004;6.06489180832618
BGR;1997;6.20984958255876
BGR;1998;5.93432529315886
BGR;1999;5.35671807648237
BGR;2003;6.08437008501379
BHR;1994;26.9092683974177
BHR;1991;23.2997812717625
BHR;1992;20.8416401095802
BHR;1990;25.0588549616781
BHR;2007;25.9159573738936
BHR;1995;26.2876943191313
BHR;1996;26.9954792730892
BHR;1997;29.1113929369842
BHR;1998;29.9895926687545
BHR;1999;28.3085060757684
BHR;2000;28.0509107542122
BHR;2001;19.9660038219537
BHR;2002;21.3541042075881
BHR;2003;21.1484067901956
BHR;2004;21.1001593062826
BHR;2005;21.6019312435895
BHR;1993;27.3069302683822
BHR;2010;23.5854808995682
BHR;2011;22.4133347519184
BHR;2008;26.7082119882647
BHR;2009;23.8117084054483
BHR;2014;23.4497548258489
BHR;2015;
BHR;2012;20.5148509825668
BHR;2013;23.8043569652375
BHR;2006;19.6470888363484
BHR;2016;
BDI;1996;0.040062491806144
BDI;2006;0.024365962775841
BDI;1995;0.039978644957832
BDI;1994;0.039969977554697
BDI;2008;0.023219419151649
BDI;1997;0.04079712740161
BDI;1998;0.040307438050728
BDI;1999;0.040297088362048
BDI;2000;0.042395010800371
BDI;2001;0.031323574791228
BDI;2002;0.031548442209818
BDI;2003;0.023205145666409
BDI;2004;0.027569697308064
BDI;2005;0.02074740724765
BDI;1990;0.03859704196262
BDI;1991;0.043008469071361
BDI;2007;0.023555045088697
BDI;1993;0.039393228469082
BDI;2009;0.022462398829737
BDI;2010;0.024260031732887
BDI;2011;0.026761960071247
BDI;2012;0.030296972759882
BDI;2013;0.030175769511132
BDI;2014;0.044485376256471
BDI;2015;
BDI;2016;
BDI;1992;0.038217220951473
BEN;1990;0.14215759136896
BEN;1991;0.159512216625346
BEN;1992;0.168501161802115
BEN;2008;0.507237393117284
BEN;2009;0.5210631853076
BEN;2010;0.553283259010318
BEN;2011;0.559693353692425
BEN;2012;0.562347006319148
BEN;2013;0.580960914297046
BEN;2014;0.61421385181193
BEN;2015;
BEN;2016;
BEN;2002;0.285000234394469
BEN;2003;0.313037269190904
BEN;2004;0.323642155539533
BEN;1993;0.205206742846442
BEN;1994;0.221397671073217
BEN;2007;0.531738986806416
BEN;1995;0.22478045258382
BEN;1996;0.207591275657959
BEN;1997;0.193809927631944
BEN;1998;0.187593089309325
BEN;1999;0.234411618796722
BEN;2000;0.232860968567938
BEN;2001;0.256497595712598
BEN;2006;0.471267008855899
BEN;2005;0.299985405071894
BMU;1991;9.13317293844564
BMU;1992;7.88534857923031
BMU;1990;8.46810841789435
BMU;1993;9.15038193855033
BMU;1994;8.96350303438975
BMU;1995;8.89959160445888
BMU;1996;8.78191887442
BMU;1997;8.66788435790204
BMU;1998;8.54427908045223
BMU;1999;8.37692747001713
BMU;2000;8.36199116976372
BMU;2001;8.44822731345194
BMU;2002;8.85974059003052
BMU;2003;8.85986577181208
BMU;2004;9.14736429243803
BMU;2005;9.0883343205412
BMU;2006;10.1161756272957
BMU;2008;9.94375928791384
BMU;2009;7.262934974709
BMU;2010;9.34712241262822
BMU;2007;11.2460393293059
BMU;2012;7.35686286613784
BMU;2013;7.05181458746789
BMU;2014;8.83831498794885
BMU;2011;6.87235920946658
BMU;2016;
BMU;2015;
BRN;1994;16.2119333390899
BRN;1995;16.1145051010794
BRN;1993;17.6353766268798
BRN;1991;19.9411733777988
BRN;2006;13.1328615800135
BRN;2007;22.4501819326476
BRN;1996;15.9822513365649
BRN;1997;16.2174478749383
BRN;1998;16.5072551390568
BRN;1999;11.98024450717
BRN;2000;14.1402018359085
BRN;2001;13.2505667167475
BRN;2002;12.6226997667694
BRN;2003;12.9915871744735
BRN;2004;13.9020897133146
BRN;1992;19.0334972240777
BRN;2005;13.7076416236259
BRN;2010;21.1059455259326
BRN;2011;24.6071779357534
BRN;2008;24.0468843934903
BRN;2009;20.4862470425148
BRN;2014;22.1247012416688
BRN;2015;
BRN;2012;24.1807638812452
BRN;2013;19.2335919707382
BRN;1990;23.9332380161138
BRN;2016;
BOL;2009;1.43354506131319
BOL;1990;0.839700279044911
BOL;2008;1.37896561979322
BOL;1992;0.933241508659848
BOL;1993;1.07633122875516
BOL;2010;1.53287064380966
BOL;2011;1.60202932168512
BOL;2012;1.83546905538859
BOL;2013;1.81899738314335
BOL;2014;1.93241949870287
BOL;2015;
BOL;2016;
BOL;2000;1.32705678701584
BOL;2001;1.01468179076371
BOL;2002;1.20137877317962
BOL;1991;0.858995775629419
BOL;2007;1.3061689504275
BOL;2006;1.62190674169431
BOL;1997;1.39023371666738
BOL;1994;1.16403110935762
BOL;1995;1.30169608630642
BOL;1996;1.27342177972678
BOL;2005;1.3353309424268
BOL;1998;1.36925631807815
BOL;1999;1.27630252659509
BOL;2004;1.23940655734817
BOL;2003;1.25904043167068
BRA;1995;1.59182302585589
BRA;1992;1.42792197431285
BRA;1990;1.39862060903109
BRA;1991;1.44318689320131
BRA;2008;2.00867025815536
BRA;1996;1.72686421676611
BRA;1997;1.79382867774089
BRA;1998;1.83515237411107
BRA;1999;1.8532907324675
BRA;2000;1.87111831255912
BRA;2001;1.89835387399665
BRA;2002;1.84437961081553
BRA;2003;1.76248236204189
BRA;2004;1.82867198122873
BRA;2005;1.8580879921582
BRA;1993;1.46843188866337
BRA;1994;1.51625700823636
BRA;2011;2.21158723527567
BRA;2012;2.3435701150308
BRA;2009;1.88381178441449
BRA;2010;2.13293757108779
BRA;2015;
BRA;2016;
BRA;2013;2.48841718370983
BRA;2014;2.59438828549778
BRA;2007;1.90137191704841
BRA;2006;1.83939385948897
BHS;1996;5.87929454878607
BHS;2005;5.29029700925439
BHS;1995;6.0080421202927
BHS;1994;6.11399264212835
BHS;2007;4.93820838494076
BHS;1997;4.75354218210963
BHS;1998;5.79013307591533
BHS;1999;5.70837477688608
BHS;2000;5.60101044009534
BHS;2001;5.17748197997592
BHS;2002;5.10035354205145
BHS;2003;4.80809891495062
BHS;2004;5.34372422688403
BHS;2016;
BHS;1991;6.82517348611345
BHS;1992;6.73782004554097
BHS;2006;4.95732364589227
BHS;2011;5.0918328932149
BHS;2008;4.29090617077172
BHS;2009;4.62952859751561
BHS;2010;4.5833434950337
BHS;2015;
BHS;2012;5.29293703079516
BHS;2013;7.42654013360195
BHS;2014;6.3232575117291
BHS;1993;6.27473309608541
BHS;1990;7.61049559952562
BTN;1990;0.238879169148303
BTN;1991;0.348078483632492
BTN;2007;0.571168834193648
BTN;1993;0.350495204705639
BTN;2008;0.601619231043584
BTN;2009;0.544051574760168
BTN;2010;0.670263220461739
BTN;2011;0.990398509135596
BTN;2012;1.0860250183607
BTN;2013;1.20322081779333
BTN;2014;1.28932137116716
BTN;2015;
BTN;2016;
BTN;2001;0.653044436906377
BTN;2002;0.689377785913235
BTN;1992;0.40704200178731
BTN;2006;0.583684404696026
BTN;2005;0.603125918503165
BTN;1997;0.742063417014339
BTN;1994;0.411780764100112
BTN;1995;0.484302076029809
BTN;1996;0.579057236723014
BTN;1998;0.703429830952403
BTN;1999;0.690592474481789
BTN;2000;0.690660881454302
BTN;2003;0.605839591680916
BTN;2004;0.481081773343621
BWA;1994;1.9787064259811
BWA;1990;1.9613581999431
BWA;1991;1.8610258404736
BWA;1993;2.13931824127095
BWA;2007;2.210450822027
BWA;1995;1.94206146986732
BWA;1996;1.71912771342718
BWA;1997;1.71075239598567
BWA;1998;2.00302702702703
BWA;1999;1.85953565642387
BWA;2000;2.18746137912679
BWA;2001;2.19401288366806
BWA;2002;2.23528093157516
BWA;2003;2.12174541480287
BWA;2004;2.13084626611929
BWA;1992;1.90927530836298
BWA;2006;2.19525134298321
BWA;2010;2.32592440390577
BWA;2011;2.03609106052193
BWA;2008;2.31548317852227
BWA;2009;1.90028597663901
BWA;2014;3.24328763661634
BWA;2015;
BWA;2012;2.02540928486131
BWA;2013;2.45671825368674
BWA;2016;
BWA;2005;2.20709356134002
BLR;1995;5.9616628408868
BLR;1996;5.92169970472441
BLR;1994;6.36122489488609
BLR;1993;7.49767018263502
BLR;2008;6.62316355451861
BLR;1997;5.88670030641495
BLR;1998;5.77018055417618
BLR;1999;5.59628006635857
BLR;2000;5.38974529064763
BLR;2001;5.31404901159273
BLR;2002;5.31192965661918
BLR;2003;5.46414591207757
BLR;2004;5.97715799947914
BLR;2005;6.12247158630845
BLR;1990;
BLR;2006;6.46244665756856
BLR;2007;6.33031403877835
BLR;2012;6.67999158961994
BLR;2009;6.43968426694044
BLR;2010;6.64269666046859
BLR;2011;6.76251734899356
BLR;2016;
BLR;2013;6.73665225121031
BLR;2014;6.70195770525782
BLR;2015;
BLR;1992;8.55693157791699
BLR;1991;
BLZ;1990;1.66191242961952
BLZ;1991;1.88025700323347
BLZ;2008;1.42528701843777
BLZ;1994;1.85464660789194
BLZ;2009;1.86895763054703
BLZ;2010;1.67610569388821
BLZ;2011;1.82686092007096
BLZ;2012;1.41582591082296
BLZ;2013;1.49159889709194
BLZ;2014;1.407601494481
BLZ;2015;
BLZ;2016;
BLZ;2002;1.6502520918667
BLZ;2003;1.6077954891688
BLZ;1992;1.83050891069747
BLZ;1993;1.911287547567
BLZ;2007;1.59751614405828
BLZ;1998;1.60830539681437
BLZ;1995;1.82496871421462
BLZ;1996;1.4415657350381
BLZ;1997;1.754022905517
BLZ;2006;1.52609313251727
BLZ;1999;1.4574355927807
BLZ;2000;1.60134241756464
BLZ;2001;1.75451793053682
BLZ;2004;1.42116853623288
BLZ;2005;1.48866657017689
CAN;2004;17.258911142366
CAN;1991;15.1492597424605
CAN;1990;15.6590703824979
CAN;2016;
CAN;1992;15.4623065676559
CAN;1993;15.4536295568231
CAN;1994;15.6928758975795
CAN;1995;15.9309750630238
CAN;1996;16.1573715535574
CAN;1997;16.5168590598655
CAN;1998;16.7460786038039
CAN;1999;16.898460156332
CAN;2000;17.3671146940009
CAN;2001;16.9850295187875
CAN;2002;16.5593778458006
CAN;2003;17.4611991413057
CAN;2015;
CAN;2007;16.8558827421417
CAN;2008;16.8751978785393
CAN;2005;17.2510832817529
CAN;2006;16.696694355829
CAN;2011;15.6397596234201
CAN;2012;14.8906356432683
CAN;2009;15.9615601566894
CAN;2010;15.723167000507
CAN;2013;14.7119718243749
CAN;2014;15.1171587794778
COD;1994;0.040700232640651
COD;1995;0.0510435154135
COD;1993;0.066760983627707
COD;1990;0.117591196611624
COD;1991;0.082498968044533
COD;1996;0.054185516087895
COD;1997;0.043337888949765
COD;1998;0.037209306785832
COD;1999;0.030119807183071
COD;2000;0.017292618484082
COD;2001;0.017276318564374
COD;2002;0.01861617189072
COD;2003;0.019194831028811
COD;2004;0.022610100946715
COD;2005;0.027392923617256
COD;2006;0.028470592059556
COD;1992;0.075409546264572
COD;2007;0.030067892939455
COD;2008;0.030794399433607
COD;2009;0.028027156470813
COD;2010;0.031314550846568
COD;2011;0.037377088211868
COD;2012;0.034820685614144
COD;2013;0.050339213343513
COD;2014;0.063369191048747
COD;2015;
COD;2016;
CAF;1990;0.067358101626652
CAF;1991;0.068118611143546
CAF;1992;0.069885816525384
CAF;1993;0.070314803556621
CAF;2009;0.057449996934765
CAF;2010;0.059350908447182
CAF;2011;0.062261499997878
CAF;2012;0.065330250025833
CAF;2013;0.06601109018851
CAF;2014;0.066593110852834
CAF;2015;
CAF;2016;
CAF;2001;0.064111687194024
CAF;2002;0.062874461435782
CAF;2003;0.058942176200158
CAF;2004;0.05787568840326
CAF;2007;0.059175592871509
CAF;2008;0.058227968700594
CAF;1994;0.071821205935728
CAF;1995;0.069998302894296
CAF;1996;0.068306235976787
CAF;1997;0.069851411974325
CAF;1998;0.069315905859395
CAF;1999;0.0718137972228
CAF;2000;0.071289480173828
CAF;2005;0.056853952726683
CAF;2006;0.059345635802919
COG;1992;0.496610639746841
COG;1993;0.498439309392046
COG;1990;0.486838325772591
COG;1991;0.400657635542625
COG;1995;0.55936633139889
COG;1996;0.596048515883805
COG;1997;0.790965984465666
COG;1998;0.255015904788429
COG;1999;0.261899842619305
COG;2000;0.325124227809731
COG;2001;0.231136260685939
COG;2002;0.168972287933129
COG;2003;0.261740193272328
COG;2004;0.263422290600396
COG;2005;0.264306555542497
COG;2006;0.291079842753096
COG;1994;0.789298206756518
COG;2011;0.500555539551447
COG;2008;0.318099787750262
COG;2009;0.410345599325953
COG;2010;0.451406104780982
COG;2015;
COG;2012;0.641061362988395
COG;2013;0.649833427796859
COG;2014;0.635369293307611
COG;2007;0.305257018806181
COG;2016;
CHE;2005;5.55835038183489
CHE;2006;5.59217531848891
CHE;1995;5.57131697517586
CHE;1994;5.90858368024799
CHE;1996;5.6401025191428
CHE;1997;5.84948312193729
CHE;1998;5.86565191762983
CHE;1999;5.69607366526638
CHE;2000;5.43548498451474
CHE;2001;5.93984843953972
CHE;2002;5.58651281656358
CHE;2003;5.47426713799331
CHE;2004;5.46256893956053
CHE;2016;
CHE;1991;6.28029708331409
CHE;1992;6.22423627316314
CHE;1993;5.87342383146219
CHE;2007;5.03057401971126
CHE;2008;5.28304432392851
CHE;2009;5.37797364121195
CHE;2010;4.98342894466888
CHE;2011;4.67203836308538
CHE;2012;4.72357428746104
CHE;2013;4.97283587573087
CHE;2014;4.31156299409097
CHE;2015;
CHE;1990;6.34508516765421
CIV;2016;
CIV;1991;0.35890992358148
CIV;1992;0.311456361188873
CIV;2006;0.374162962677749
CIV;2007;0.355057997926327
CIV;2008;0.347554665389543
CIV;2009;0.283812054814804
CIV;2010;0.341512031739498
CIV;2011;0.3469514763384
CIV;2012;0.434007997627109
CIV;2013;0.486455714550535
CIV;2014;0.490206046242236
CIV;2015;
CIV;1990;0.410408539330019
